Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Footscray,13/41 Moreland St,2,u,571000.0,S,hockingstuart,16/07/2016,6.4,3011.0,2.0,2.0,1.0,0.0,78.0,2013.0,Maribyrnong,-37.8025,144.9073,Western Metropolitan,7570.0
Footscray,2/36 Empire St,2,u,310000.0,PI,Sweeney,17/09/2016,6.4,3011.0,2.0,1.0,1.0,0.0,,,Maribyrnong,-37.7878,144.8919,Western Metropolitan,7570.0
Footscray,405/250 Barkly St,2,u,370000.0,SP,Sweeney,18/06/2016,6.4,3011.0,2.0,1.0,1.0,0.0,75.0,2007.0,Maribyrnong,-37.7992,144.8961,Western Metropolitan,7570.0
Footscray,167 Gordon St,2,h,711000.0,SP,Jas,18/06/2016,6.4,3011.0,2.0,1.0,2.0,253.0,90.0,1910.0,Maribyrnong,-37.7968,144.8887,Western Metropolitan,7570.0
Footscray,224 Ballarat Rd,2,h,690500.0,SP,Rendina,19/11/2016,6.4,3011.0,2.0,1.0,1.0,212.0,98.0,1900.0,Maribyrnong,-37.7903,144.8879,Western Metropolitan,7570.0
Footscray,7 Essex St,2,h,747000.0,S,Sweeney,19/11/2016,6.4,3011.0,2.0,1.0,1.0,320.0,94.0,1900.0,Maribyrnong,-37.7964,144.8871,Western Metropolitan,7570.0
Footscray,51 Lynch St,2,h,858000.0,SP,Jas,22/05/2016,6.4,3011.0,2.0,1.0,1.0,313.0,93.0,1915.0,Maribyrnong,-37.7966,144.9016,Western Metropolitan,7570.0
Footscray,35 Leander St,2,h,835000.0,SP,Jas,22/08/2016,6.4,3011.0,2.0,1.0,1.0,222.0,109.0,1920.0,Maribyrnong,-37.7962,144.8844,Western Metropolitan,7570.0
Footscray,49 MacPherson St,2,h,661000.0,S,Sweeney,22/08/2016,6.4,3011.0,2.0,1.0,1.0,132.0,83.0,1970.0,Maribyrnong,-37.7946,144.8903,Western Metropolitan,7570.0
Footscray,69 MacPherson St,2,h,757500.0,S,Sweeney,22/08/2016,6.4,3011.0,2.0,1.0,0.0,258.0,108.0,1900.0,Maribyrnong,-37.7959,144.8901,Western Metropolitan,7570.0
Footscray,12/14 Eldridge St,2,u,315000.0,PI,C21,25/02/2017,6.4,3011.0,2.0,1.0,1.0,882.0,74.0,1970.0,Maribyrnong,-37.7899,144.893,Western Metropolitan,7570.0
Footscray,3/22 Pickett St,2,u,360000.0,S,Trimson,25/02/2017,6.4,3011.0,2.0,1.0,1.0,0.0,,,Maribyrnong,-37.8012,144.8964,Western Metropolitan,7570.0
Footscray,10/24 Eldridge St,2,u,316000.0,S,Burnham,27/06/2016,6.4,3011.0,2.0,1.0,1.0,0.0,55.0,1960.0,Maribyrnong,-37.789,144.8932,Western Metropolitan,7570.0
Footscray,23 Moore St,2,h,800000.0,S,Village,27/06/2016,6.4,3011.0,2.0,1.0,2.0,260.0,,1940.0,Maribyrnong,-37.7969,144.9042,Western Metropolitan,7570.0
Footscray,20 Ryan St,2,h,760000.0,PI,Burnham,27/06/2016,6.4,3011.0,2.0,1.0,0.0,130.0,70.0,1920.0,Maribyrnong,-37.7988,144.9045,Western Metropolitan,7570.0
Footscray,6 White St,2,h,823000.0,S,Jas,27/06/2016,6.4,3011.0,2.0,1.0,0.0,238.0,,,Maribyrnong,-37.7946,144.8944,Western Metropolitan,7570.0
Footscray,1/24 Eldridge St,2,u,296000.0,S,Sweeney,27/11/2016,6.4,3011.0,2.0,1.0,1.0,0.0,,,Maribyrnong,-37.789,144.8932,Western Metropolitan,7570.0
Footscray,116/55 Hopkins St,2,u,395000.0,SP,Greg,28/05/2016,6.4,3011.0,2.0,2.0,1.0,0.0,79.0,2009.0,Maribyrnong,-37.8006,144.9053,Western Metropolitan,7570.0
Footscray,119 Droop St,2,h,745000.0,S,Village,30/07/2016,6.4,3011.0,2.0,1.0,1.0,355.0,74.0,1890.0,Maribyrnong,-37.7931,144.8938,Western Metropolitan,7570.0
Footscray,1a Leander St,2,h,716000.0,S,Ray,30/07/2016,6.4,3011.0,2.0,1.0,2.0,274.0,275.0,2000.0,Maribyrnong,-37.7939,144.8846,Western Metropolitan,7570.0
Glen Iris,57 Brandon St,2,h,1699000.0,S,Jellis,3/09/2016,9.2,3146.0,3.0,1.0,2.0,653.0,,,Boroondara,-37.8573,145.077,Southern Metropolitan,10412.0
Glen Iris,4/58 Bath Rd,2,u,671000.0,S,Noel,4/03/2017,9.2,3146.0,2.0,1.0,1.0,0.0,85.0,1960.0,Boroondara,-37.8555,145.0889,Southern Metropolitan,10412.0
Glen Iris,45 Charles St,2,h,1500000.0,S,Marshall,4/06/2016,9.2,3146.0,3.0,1.0,2.0,660.0,,,Boroondara,-37.8536,145.0911,Southern Metropolitan,10412.0
Glen Iris,1/23 Aintree Rd,2,u,550000.0,SP,Jellis,7/05/2016,9.2,3146.0,2.0,1.0,1.0,0.0,63.0,1968.0,Stonnington,-37.8567,145.0435,Southern Metropolitan,10412.0
Glen Iris,7/69 Edgar St N,2,u,411000.0,SP,Noel,8/10/2016,9.2,3146.0,2.0,1.0,1.0,0.0,65.0,1970.0,Stonnington,-37.85,145.0461,Southern Metropolitan,10412.0
Glen Iris,25 Hope St,2,h,845000.0,S,Noel,10/09/2016,9.2,3146.0,2.0,0.0,0.0,207.0,,,Stonnington,-37.863,145.0501,Southern Metropolitan,10412.0
Glen Iris,10/13 Myrniong St,2,u,585000.0,SP,Marshall,10/12/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8523,145.0936,Southern Metropolitan,10412.0
Glen Iris,1/146 Glen Iris Rd,2,u,710000.0,VB,Jellis,12/11/2016,9.2,3146.0,2.0,1.0,2.0,123.0,,,Boroondara,-37.8567,145.0666,Southern Metropolitan,10412.0
Glen Iris,115 Tooronga Rd,2,h,1020000.0,SP,Jellis,12/11/2016,9.2,3146.0,2.0,1.0,0.0,251.0,,1910.0,Stonnington,-37.8627,145.0402,Southern Metropolitan,10412.0
Glen Iris,2/14 Nash St,2,u,480000.0,SP,Jellis,14/05/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8559,145.049,Southern Metropolitan,10412.0
Glen Iris,10 Bardolph St,2,t,585000.0,S,Jellis,15/10/2016,9.2,3146.0,2.0,1.0,1.0,84.0,84.0,1960.0,Boroondara,-37.8517,145.0796,Southern Metropolitan,10412.0
Glen Iris,8/18 Edgar St,2,u,680000.0,S,hockingstuart,15/10/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8566,145.0454,Southern Metropolitan,10412.0
Glen Iris,56 Wills St,2,h,920000.0,S,Fletchers,15/10/2016,9.2,3146.0,2.0,1.0,2.0,334.0,115.0,1930.0,Stonnington,-37.8577,145.0576,Southern Metropolitan,10412.0
Glen Iris,1/38 Edgar St,2,u,382000.0,SP,hockingstuart,16/07/2016,9.2,3146.0,2.0,1.0,1.0,1069.0,33.0,1960.0,Stonnington,-37.8547,145.0457,Southern Metropolitan,10412.0
Glen Iris,1/64 Edgar St N,2,u,545000.0,S,Fletchers,16/07/2016,9.2,3146.0,3.0,0.0,0.0,0.0,,,Stonnington,-37.85,145.0465,Southern Metropolitan,10412.0
Glen Iris,1597 Malvern Rd,2,h,1280000.0,S,Noel,16/07/2016,9.2,3146.0,2.0,1.0,1.0,412.0,123.0,1950.0,Stonnington,-37.8541,145.05100000000004,Southern Metropolitan,10412.0
Glen Iris,5/138 Milton Pde,2,u,511000.0,S,Marshall,18/06/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8517,145.0459,Southern Metropolitan,10412.0
Glen Iris,17 Rosedale Rd,2,h,1600000.0,PI,Noel,18/06/2016,9.2,3146.0,2.0,2.0,2.0,718.0,184.0,1950.0,Boroondara,-37.858,145.0696,Southern Metropolitan,10412.0
Glen Iris,5/1679 Malvern Rd,2,u,856500.0,S,Marshall,19/11/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,1960.0,Stonnington,-37.8566,145.0553,Southern Metropolitan,10412.0
Glen Iris,1/58 Edgar St N,2,t,600000.0,VB,Gary,22/08/2016,9.2,3146.0,2.0,1.0,1.0,0.0,1143.0,,Stonnington,-37.8506,145.0465,Southern Metropolitan,10412.0
Glen Iris,2/13 Estella St,2,u,690000.0,S,O'Donoghues,24/09/2016,9.2,3146.0,2.0,1.0,2.0,166.0,,,Boroondara,-37.863,145.0631,Southern Metropolitan,10412.0
Glen Iris,3/32 Iris Rd,2,u,785000.0,S,Jellis,24/09/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8488,145.0573,Southern Metropolitan,10412.0
Glen Iris,4/15 Rix St,2,u,720000.0,VB,Jellis,25/02/2017,9.2,3146.0,2.0,1.0,2.0,0.0,74.0,1940.0,Boroondara,-37.8468,145.0515,Southern Metropolitan,10412.0
Glen Iris,8 Hadley Ct,2,h,1723000.0,S,Jellis,26/07/2016,9.2,3146.0,2.0,1.0,1.0,553.0,,,Boroondara,-37.8464,145.0511,Southern Metropolitan,10412.0
Glen Iris,2/7 Maitland St,2,u,529500.0,S,hockingstuart,26/07/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8572,145.0423,Southern Metropolitan,10412.0
Glen Iris,8/251 Burke Rd,2,u,600000.0,S,hockingstuart,27/06/2016,9.2,3146.0,2.0,1.0,1.0,0.0,80.0,1960.0,Stonnington,-37.8555,145.0518,Southern Metropolitan,10412.0
Glen Iris,4/68 Edgar St N,2,u,390000.0,S,hockingstuart,28/05/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8497,145.0466,Southern Metropolitan,10412.0
Glen Iris,318 Tooronga Rd,2,h,1250000.0,S,Marshall,28/08/2016,9.2,3146.0,2.0,1.0,2.0,438.0,107.0,1910.0,Stonnington,-37.8511,145.0428,Southern Metropolitan,10412.0
Glen Iris,8/13 Glenvale Rd,2,u,460000.0,PI,hockingstuart,30/07/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8578,145.0537,Southern Metropolitan,10412.0
Glenroy,3/27 Harold St,2,u,430000.0,PI,Jason,6/08/2016,13.0,3046.0,2.0,1.0,1.0,164.0,100.0,2010.0,Moreland,-37.7072,144.9252,Northern Metropolitan,8870.0
Glenroy,45 Stanley St,2,h,852500.0,S,Barry,6/08/2016,13.0,3046.0,2.0,1.0,2.0,832.0,,,Moreland,-37.7126,144.9122,Northern Metropolitan,8870.0
Glenroy,1c Barwon St,2,h,540000.0,VB,Nelson,7/05/2016,13.0,3046.0,2.0,1.0,1.0,164.0,114.0,2010.0,Moreland,-37.7082,144.9178,Northern Metropolitan,8870.0
Glenroy,79 Glen St,2,h,530000.0,SP,Barry,7/11/2016,13.0,3046.0,2.0,1.0,2.0,643.0,,,Moreland,-37.6978,144.9276,Northern Metropolitan,8870.0
Glenroy,137 Glenroy Rd,2,h,730000.0,S,Barry,10/12/2016,13.0,3046.0,2.0,1.0,1.0,705.0,115.0,1950.0,Moreland,-37.706,144.9245,Northern Metropolitan,8870.0
Glenroy,9/11 Currajong St,2,u,250000.0,SP,Barry,12/11/2016,13.0,3046.0,2.0,1.0,1.0,0.0,61.0,1970.0,Moreland,-37.711,144.9178,Northern Metropolitan,8870.0
Glenroy,7/89 Station Rd,2,u,340000.0,S,Nelson,12/11/2016,13.0,3046.0,2.0,1.0,1.0,0.0,74.0,1970.0,Moreland,-37.7071,144.9176,Northern Metropolitan,8870.0
Glenroy,2/22 Sadie St,2,u,410000.0,SP,Brad,15/10/2016,13.0,3046.0,2.0,1.0,2.0,200.0,81.0,2000.0,Moreland,-37.7002,144.9428,Northern Metropolitan,8870.0
Glenroy,6/2 Murrell St,2,u,320500.0,S,Nelson,17/09/2016,13.0,3046.0,2.0,1.0,1.0,3056.0,,,Moreland,-37.7042,144.9214,Northern Metropolitan,8870.0
Glenroy,14/854 Pascoe Vale Rd,2,u,230000.0,PI,Raine,18/03/2017,13.0,3046.0,2.0,1.0,1.0,1996.0,,,Moreland,-37.702,144.9154,Northern Metropolitan,8870.0
Glenroy,3/4 Murrell St,2,t,434500.0,S,Eview,19/11/2016,13.0,3046.0,2.0,1.0,1.0,125.0,,1975.0,Moreland,-37.7042,144.9211,Northern Metropolitan,8870.0
Glenroy,1/38 Stanley St,2,u,620250.0,S,Stockdale,19/11/2016,13.0,3046.0,2.0,1.0,2.0,253.0,91.0,2012.0,Moreland,-37.7117,144.9135,Northern Metropolitan,8870.0
Glenroy,37 Farview St,2,t,420000.0,SP,Stockdale,22/05/2016,13.0,3046.0,2.0,1.0,1.0,307.0,,,Moreland,-37.7117,144.9348,Northern Metropolitan,8870.0
Glenroy,3/27 Gladstone Pde,2,u,465000.0,S,YPA,25/02/2017,13.0,3046.0,2.0,1.0,1.0,176.0,89.0,2012.0,Moreland,-37.7081,144.912,Northern Metropolitan,8870.0
Glenroy,52 Glenroy Rd,2,h,741250.0,S,Barry,25/02/2017,13.0,3046.0,2.0,1.0,1.0,668.0,88.0,1955.0,Moreland,-37.7067,144.9331,Northern Metropolitan,8870.0
Glenroy,4/36 Acacia St,2,t,488500.0,S,Stockdale,27/06/2016,13.0,3046.0,2.0,2.0,1.0,190.0,2.0,,Moreland,-37.7072,144.9241,Northern Metropolitan,8870.0
Glenroy,1/47 Lytton St,2,u,442000.0,S,Brad,27/06/2016,13.0,3046.0,3.0,1.0,1.0,245.0,,,Moreland,-37.7076,144.9097,Northern Metropolitan,8870.0
Glenroy,4 Glenroy Rd,2,h,726335.0,S,Eview,27/11/2016,13.0,3046.0,2.0,1.0,2.0,590.0,,,Moreland,-37.7072,144.938,Northern Metropolitan,8870.0
Glenroy,3/48 William St,2,h,417000.0,S,Stockdale,27/11/2016,13.0,3046.0,2.0,1.0,1.0,172.0,77.0,2013.0,Moreland,-37.7074,144.9086,Northern Metropolitan,8870.0
Glenroy,2/4 Ash Ct,2,h,270000.0,PI,Ray,30/07/2016,13.0,3046.0,2.0,1.0,1.0,155.0,155.0,2000.0,Moreland,-37.6972,144.9239,Northern Metropolitan,8870.0
Hadfield,2 Knole St,2,h,610000.0,S,Eview,3/12/2016,12.1,3046.0,2.0,1.0,1.0,394.0,98.0,1950.0,Moreland,-37.7153,144.9507,Northern Metropolitan,2606.0
Hadfield,2/3 Surrey St,2,u,487000.0,SP,Peter,10/09/2016,12.1,3046.0,2.0,1.0,2.0,198.0,96.0,2010.0,Moreland,-37.7132,144.9488,Northern Metropolitan,2606.0
Hadfield,101 Middle St,2,h,722000.0,S,Stockdale,13/08/2016,12.1,3046.0,3.0,3.0,1.0,580.0,103.0,1950.0,Moreland,-37.7098,144.9424,Northern Metropolitan,2606.0
Hadfield,23 Surrey St,2,h,545000.0,SP,Stockdale,14/05/2016,12.1,3046.0,2.0,1.0,3.0,591.0,102.0,1960.0,Moreland,-37.7128,144.9471,Northern Metropolitan,2606.0
Hadfield,11 Dickinson St,2,h,542500.0,S,Ray,17/09/2016,12.1,3046.0,2.0,1.0,1.0,359.0,,1960.0,Moreland,-37.7133,144.9436,Northern Metropolitan,2606.0
Hadfield,100 South St,2,h,330000.0,VB,Stockdale,22/05/2016,12.1,3046.0,2.0,1.0,1.0,249.0,2.0,1970.0,Moreland,-37.714,144.939,Northern Metropolitan,2606.0
Hadfield,92 West St,2,h,715888.0,S,Barry,25/02/2017,12.1,3046.0,2.0,1.0,1.0,613.0,92.0,1960.0,Moreland,-37.7099,144.938,Northern Metropolitan,2606.0
Hadfield,2/22 Volga St,2,t,468000.0,S,Nelson,26/07/2016,12.1,3046.0,2.0,1.0,1.0,137.0,110.0,2012.0,Moreland,-37.707,144.9413,Northern Metropolitan,2606.0
Hadfield,25 East St,2,h,515000.0,S,D'Aprano,27/11/2016,12.1,3046.0,2.0,1.0,2.0,345.0,79.0,1990.0,Moreland,-37.7128,144.9496,Northern Metropolitan,2606.0
Hadfield,38 Tassell St,2,h,640000.0,SP,YPA,27/11/2016,12.1,3046.0,2.0,1.0,1.0,612.0,,,Moreland,-37.7109,144.9389,Northern Metropolitan,2606.0
Hadfield,21 Volga St,2,h,460000.0,S,Barry,27/11/2016,12.1,3046.0,2.0,1.0,4.0,360.0,,,Moreland,-37.7074,144.9407,Northern Metropolitan,2606.0
Hampton,1/30 Grenville St,2,u,895000.0,S,hockingstuart,3/09/2016,13.7,3188.0,2.0,1.0,1.0,228.0,87.0,1975.0,Bayside,-37.9355,145.0008,Southern Metropolitan,5454.0
Hampton,6/334 Hampton St,2,u,587000.0,S,Ray,3/09/2016,13.7,3188.0,2.0,1.0,1.0,0.0,74.0,1975.0,Bayside,-37.9419,145.0019,Southern Metropolitan,5454.0
Hampton,3/31 Thomas St,2,u,720000.0,S,Buxton,3/09/2016,13.7,3188.0,2.0,1.0,1.0,832.0,,,Bayside,-37.9387,145.0063,Southern Metropolitan,5454.0
Hampton,8/121 Thomas St,2,u,802000.0,SP,Buxton,3/12/2016,13.7,3188.0,2.0,1.0,1.0,0.0,85.0,1965.0,Bayside,-37.939,145.0137,Southern Metropolitan,5454.0
Hampton,1/88 Fewster Rd,2,u,680000.0,VB,Buxton,4/03/2017,13.7,3188.0,2.0,1.0,2.0,0.0,78.0,,Bayside,-37.939,145.0219,Southern Metropolitan,5454.0
Hampton,3/46 Fewster Rd,2,u,760000.0,S,hockingstuart,6/08/2016,13.7,3188.0,2.0,1.0,1.0,90.0,86.0,1985.0,Bayside,-37.9389,145.0186,Southern Metropolitan,5454.0
Hampton,5/440 Hampton St,2,u,616000.0,PI,RT,6/08/2016,13.7,3188.0,2.0,1.0,1.0,0.0,104.0,2005.0,Bayside,-37.9373,145.0027,Southern Metropolitan,5454.0
Hampton,72b David St,2,t,890000.0,S,Hodges,7/05/2016,13.7,3188.0,1.0,2.0,2.0,181.0,,,Bayside,-37.9433,145.019,Southern Metropolitan,5454.0
Hampton,27/78 Holyrood St,2,u,685000.0,PI,RT,12/06/2016,13.7,3188.0,2.0,1.0,2.0,0.0,,,Bayside,-37.9339,145.0023,Southern Metropolitan,5454.0
Hampton,118 Ludstone St,2,h,1615000.0,SA,Chisholm,12/11/2016,13.7,3188.0,2.0,1.0,1.0,801.0,,1934.0,Bayside,-37.9348,145.0162,Southern Metropolitan,5454.0
Hampton,3/13 Foam St,2,u,786000.0,S,Buxton,13/08/2016,13.7,3188.0,2.0,1.0,1.0,162.0,,1970.0,Bayside,-37.9379,145.0061,Southern Metropolitan,5454.0
Hampton,3/308 Hampton St,2,u,742000.0,S,hockingstuart,14/05/2016,13.7,3188.0,2.0,3.0,2.0,245.0,,,Bayside,-37.9442,145.0016,Southern Metropolitan,5454.0
Hampton,63 Beach Rd,2,h,1690000.0,S,Buxton,15/10/2016,13.7,3188.0,2.0,1.0,1.0,319.0,,,Bayside,-37.9409,145.0001,Southern Metropolitan,5454.0
Hampton,4/308 Hampton St,2,u,875500.0,S,RT,18/03/2017,13.7,3188.0,2.0,2.0,1.0,225.0,118.0,1970.0,Bayside,-37.9442,145.0018,Southern Metropolitan,5454.0
Hampton,3 Smith St,2,h,1465000.0,S,Marshall,18/03/2017,13.7,3188.0,2.0,1.0,2.0,581.0,,,Bayside,-37.9323,145.0225,Southern Metropolitan,5454.0
Hampton,4/32 Linacre Rd,2,u,750000.0,PI,hockingstuart,18/06/2016,13.7,3188.0,2.0,1.0,2.0,153.0,,1970.0,Bayside,-37.9429,145.0049,Southern Metropolitan,5454.0
Hampton,11 Conifer St,2,u,896000.0,S,hockingstuart,19/11/2016,13.7,3188.0,2.0,2.0,2.0,677.0,,,Bayside,-37.9448,145.0186,Southern Metropolitan,5454.0
Hampton,1/3 Littlewood St,2,u,898000.0,S,Marshall,19/11/2016,13.7,3188.0,2.0,1.0,1.0,266.0,,1970.0,Bayside,-37.9344,145.004,Southern Metropolitan,5454.0
Hampton,2/442 Bluff Rd,2,u,800000.0,SP,Buxton,25/02/2017,13.7,3188.0,2.0,1.0,2.0,282.0,,,Bayside,-37.9444,145.0231,Southern Metropolitan,5454.0
Hampton,5/46 Fewster Rd,2,u,691000.0,S,Buxton,25/02/2017,13.7,3188.0,2.0,1.0,1.0,0.0,,,Bayside,-37.9392,145.0186,Southern Metropolitan,5454.0
Hampton,17/93 Highett Rd,2,u,450000.0,PI,Buxton,25/02/2017,13.7,3188.0,2.0,2.0,1.0,0.0,70.0,2007.0,Bayside,-37.9462,145.0212,Southern Metropolitan,5454.0
Hampton,3/56 Beach Rd,2,u,738000.0,S,Buxton,26/07/2016,13.7,3188.0,2.0,1.0,2.0,3414.0,,,Bayside,-37.9395,145.0001,Southern Metropolitan,5454.0
Hampton,3/8 Alicia St,2,u,500000.0,PI,Hodges,27/06/2016,13.7,3188.0,2.0,1.0,1.0,0.0,61.0,1970.0,Bayside,-37.9436,145.0027,Southern Metropolitan,5454.0
Hampton,91A Linacre Rd,2,t,915500.0,S,Biggin,27/11/2016,13.7,3188.0,2.0,2.0,1.0,0.0,148.0,,Bayside,-37.9431,145.0118,Southern Metropolitan,5454.0
Hampton East,9/12 Bartlett St,2,u,400000.0,S,Greg,4/03/2017,14.5,3188.0,2.0,1.0,1.0,0.0,75.0,1960.0,Bayside,-37.9367,145.0322,Southern Metropolitan,2356.0
Hampton East,2/2 Flowerdale Rd,2,u,801000.0,S,Buxton,19/11/2016,14.5,3188.0,2.0,1.0,1.0,217.0,107.0,1994.0,Bayside,-37.9432,145.0348,Southern Metropolitan,2356.0
Hampton East,4/332 South Rd,2,u,472000.0,S,Hodges,25/02/2017,14.5,3188.0,2.0,1.0,1.0,215.0,68.0,2007.0,Kingston,-37.933,145.0322,Southern Metropolitan,2356.0
Hampton East,3 Besant St,2,h,830000.0,PI,Buxton,27/06/2016,14.5,3188.0,2.0,1.0,2.0,658.0,,,Bayside,-37.9426,145.03,Southern Metropolitan,2356.0
Hawthorn,118/862 Glenferrie Rd,2,u,610000.0,PI,Marshall,4/03/2017,4.6,3122.0,2.0,2.0,1.0,85.0,82.0,2014.0,Boroondara,-37.8154,145.0369,Southern Metropolitan,11308.0
Hawthorn,13/175 Power St,2,u,575000.0,S,Nelson,4/03/2017,4.6,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8263,145.0257,Southern Metropolitan,11308.0
Hawthorn,8/36 Power St,2,u,600000.0,S,Nelson,4/03/2017,4.6,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.816,145.0272,Southern Metropolitan,11308.0
Hawthorn,16/5 Denham St,2,u,891000.0,S,Marshall,4/06/2016,4.6,3122.0,3.0,1.0,1.0,1585.0,,1970.0,Boroondara,-37.8186,145.017,Southern Metropolitan,11308.0
Hawthorn,2/5 Finchley Ct,2,u,806000.0,S,Noel,4/06/2016,4.6,3122.0,2.0,1.0,1.0,0.0,64.0,1930.0,Boroondara,-37.8249,145.0342,Southern Metropolitan,11308.0
Hawthorn,23 Melville St,2,h,1155000.0,S,Jellis,4/06/2016,4.6,3122.0,2.0,1.0,2.0,235.0,,,Boroondara,-37.8153,145.0231,Southern Metropolitan,11308.0
Hawthorn,6/107 Riversdale Rd,2,u,500000.0,VB,Marshall,6/08/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,2007.0,Boroondara,-37.8287,145.035,Southern Metropolitan,11308.0
Hawthorn,13/5 Denham St,2,u,753000.0,S,Marshall,7/05/2016,4.6,3122.0,2.0,1.0,2.0,0.0,88.0,1960.0,Boroondara,-37.8186,145.017,Southern Metropolitan,11308.0
Hawthorn,5/576 Glenferrie Rd,2,u,418000.0,S,Dingle,7/11/2016,4.6,3122.0,2.0,1.0,0.0,1056.0,,,Boroondara,-37.8261,145.0349,Southern Metropolitan,11308.0
Hawthorn,303/25 Lynch St,2,u,495000.0,S,Fletchers,7/11/2016,4.6,3122.0,2.0,1.0,1.0,0.0,60.0,2014.0,Boroondara,-37.8216,145.0343,Southern Metropolitan,11308.0
Hawthorn,13/177 Power St,2,u,525000.0,S,Biggin,7/11/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8265,145.0257,Southern Metropolitan,11308.0
Hawthorn,10/28 Wattle Rd,2,u,430000.0,S,Nelson,7/11/2016,4.6,3122.0,2.0,1.0,1.0,1997.0,,,Boroondara,-37.8248,145.0282,Southern Metropolitan,11308.0
Hawthorn,3/164 Barkers Rd,2,u,580000.0,S,hockingstuart,8/10/2016,4.6,3122.0,2.0,1.0,1.0,1089.0,76.0,2003.0,Boroondara,-37.8143,145.0322,Southern Metropolitan,11308.0
Hawthorn,302/2 Tweed St,2,u,575000.0,S,hockingstuart,8/10/2016,4.6,3122.0,2.0,2.0,1.0,0.0,,,Boroondara,-37.8213,145.0291,Southern Metropolitan,11308.0
Hawthorn,8/32 Liddiard St,2,u,440000.0,SP,Jellis,10/09/2016,4.6,3122.0,2.0,1.0,1.0,0.0,52.0,1970.0,Boroondara,-37.8192,145.0385,Southern Metropolitan,11308.0
Hawthorn,3/185 Auburn Rd,2,u,545000.0,S,Jellis,10/12/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,2004.0,Boroondara,-37.8258,145.0446,Southern Metropolitan,11308.0
Hawthorn,9/63 Berkeley St,2,u,655000.0,S,hockingstuart,10/12/2016,4.6,3122.0,2.0,1.0,1.0,0.0,78.0,1960.0,Boroondara,-37.8343,145.0364,Southern Metropolitan,11308.0
Hawthorn,3 Camden Rd,2,h,2920000.0,S,Jellis,10/12/2016,4.6,3122.0,2.0,1.0,3.0,791.0,,1928.0,Boroondara,-37.8251,145.0385,Southern Metropolitan,11308.0
Hawthorn,1/27 Glen St,2,u,645000.0,S,Jellis,12/11/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8314,145.0353,Southern Metropolitan,11308.0
Hawthorn,3/18 Connell St,2,u,520000.0,PI,CASTRAN,13/08/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8185,145.0235,Southern Metropolitan,11308.0
Hawthorn,9/4 Lisson Gr,2,u,630000.0,S,Jellis,13/08/2016,4.6,3122.0,2.0,1.0,1.0,71.0,,,Boroondara,-37.8268,145.0267,Southern Metropolitan,11308.0
Hawthorn,4/178 Power St,2,u,517000.0,S,Jellis,14/05/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8261,145.0254,Southern Metropolitan,11308.0
Hawthorn,4 Falmouth St,2,h,1828500.0,S,Jellis,15/10/2016,4.6,3122.0,2.0,1.0,0.0,243.0,,1885.0,Boroondara,-37.8202,145.0409,Southern Metropolitan,11308.0
Hawthorn,3/566 Glenferrie Rd,2,u,587500.0,S,Jellis,16/07/2016,4.6,3122.0,2.0,1.0,1.0,1099.0,72.0,1965.0,Boroondara,-37.8271,145.0347,Southern Metropolitan,11308.0
Hawthorn,107/567 Glenferrie Rd,2,u,560000.0,S,hockingstuart,16/07/2016,4.6,3122.0,2.0,1.0,1.0,0.0,70.0,2013.0,Boroondara,-37.8268,145.0344,Southern Metropolitan,11308.0
Hawthorn,7/12 Pine St,2,u,487500.0,S,Kay,17/09/2016,4.6,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.814,145.02100000000004,Southern Metropolitan,11308.0
Hawthorn,36 College St,2,h,2265000.0,S,Morrison,18/03/2017,4.6,3122.0,2.0,1.0,1.0,460.0,,,Boroondara,-37.8173,145.0248,Southern Metropolitan,11308.0
Hawthorn,11/179 Power St,2,u,605000.0,S,Jellis,18/03/2017,4.6,3122.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8268,145.0257,Southern Metropolitan,11308.0
